,Ragione sociale,BvD ID number,Codice fiscale,Numero CCIAA,Partita IVA,Indirizzo sede legale,Provincia,Indirizzo sede legale - Codice postale,Indirizzo sede legale - Regione,Sede operativa,Sede operativa - Provincia,Sede operativa - Codice postale,Sede operativa - Regione - Regione,"ATECO 2007
codice",Anno di costituzione,Fondazione,Stato giuridico,Forma giuridica
1999.,OPIGEO S.R.L.,IT05297290289,05297290289,PD0458550,05297290289,"VIA MONTE CENGIO, 28",Padova,35138,Veneto,VIA MONTE CENGIO 28/1,Padova,35138,VENETO,711210,19/06/2020,,Attiva,S.R.L.
2000.,"CMH S.R.L. START UP COSTITUITA A NORMA DELL'ART. 4, COMMA 10 BIS, DEL D.L. 24/01/2015 N. 3",IT04238760617,04238760617,CE0310183,04238760617,"VIA PIOPPITELLI, SNC",Caserta,81013,Campania,VIA PIOPPITELLI SNC,Caserta,81013,CAMPANIA,620100,25/05/2017,,Attiva,S.R.L.
2001.,REVIA SRL,IT06049630657,06049630657,SA0493341,06049630657,"VIA MICHELE RICCIO, 23",Salerno,84014,Campania,,,,,620909,28/10/2021,,Attiva,S.R.L.
2002.,E - SHORE S.R.L.,IT02382770507,02382770507,MI2678754,02382770507,"VIA PIETRO COSSA, 5",Milano,20122,Lombardia,VIA UMBERTO FORTI 1,Pisa,56121,TOSCANA,829999,29/09/2020,,Attiva,S.R.L.
2003.,STROY S.R.L.,IT02949180422,02949180422,AN0288854,02949180422,"VLE DELLA VITTORIA, 75",Ancona,60035,Marche,,,,,741030,08/03/2023,,Attiva,S.R.L.
2004.,LDV RE S.R.L.,IT09553771214,09553771214,NA1040889,09553771214,"RIO SIRIGNANO, 1",Napoli,80121,Campania,RIONE SIRIGNANO 1,Napoli,80121,CAMPANIA,631200,23/07/2020,,Attiva,S.R.L.
2005.,TALENT IN HR S.R.L.,IT05356650282,05356650282,PD0461927,05356650282,"VIA MADONNA DELLA SALUTE, 39",Padova,35129,Veneto,,,,,620100,18/02/2021,,Attiva,S.R.L.
2006.,"DIJITI S.R.L. (START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N.3)",IT01029200142,01029200142,SO0077413,01029200142,"VIA ENRICO FERMI, 128",Sondrio,23010,Lombardia,,,,,620100,24/04/2019,,Attiva,S.R.L.
2007.,ONDA COIN S.R.L.,IT14766331004,14766331004,RM1544542,14766331004,"VIA LEONE XIII, 95",Roma,00165,Lazio,VIA LEONE XIII 95,Roma,00165,LAZIO,620100,23/04/2018,,Attiva,S.R.L.
2008.,ZEROKZERO S.R.L.,IT15500711005,15500711005,RM1594789,15500711005,"PZA DELLA MADDALENA, 6",Roma,00186,Lazio,PIAZZA DELLA MADDALENA 6,Roma,00186,LAZIO,721100,11/11/2019,,Attiva,S.R.L.
2009.,ISI INFORMATICA E SISTEMISTICA PER LE INFRASTRUTTURE S.R.L.,IT09787521211,09787521211,NA1057238,09787521211,"LGO DUCA FERRANTINA, 1",Napoli,80121,Campania,,,,,721909,12/05/2021,,Attiva,S.R.L.
2010.,PSQUARED-HR S.R.L.,IT11577080960,11577080960,MI2612896,11577080960,"PZA DELLA REPUBBLICA, 8",Milano,20121,Lombardia,PIAZZA DELLA REPUBBLICA 8,Milano,20121,LOMBARDIA,620200,26/01/2021,,Attiva,S.R.L.
2011.,SMID FACTORY S.R.L.,IT08413330724,08413330724,BA0624879,08413330724,"VIA EDMONDO CACCURI, 7",Bari,70124,Puglia,,,,,620200,05/02/2020,,Attiva,S.R.L.
2012.,PIKERED S.R.L.,IT11458640965,11458640965,MI2603985,11458640965,"VIA BORGONUOVO, 9",Milano,20121,Lombardia,VIA BORGONUOVO 9,Milano,20121,LOMBARDIA,620909,14/10/2020,,Attiva,S.R.L.
2013.,2NDSPACE SRL,IT02742270396,02742270396,RA0250360,02742270396,"CSO GIUSEPPE MAZZINI, 55",Ravenna,48018,Emilia-Romagna,,,,,721909,03/05/2023,,Attiva,S.R.L.
2014.,POP MEDIA S.R.L.,IT10623350963,10623350963,MI2546810,10623350963,"VIA STRESA, 18",Milano,20125,Lombardia,,,,,581900,09/01/2019,,Attiva,S.R.L.
2015.,REALIZE IT S.R.L.,IT03953621202,03953621202,BO0558346,03953621202,"VIA SELICE, 84",Bologna,40026,Emilia-Romagna,,,,,631200,27/05/2021,,Attiva,S.R.L.
2016.,REXI COMIX SRL,IT04636630404,04636630404,RN0428517,04636630404,"CSO D'AUGUSTO, 81",Rimini,47921,Emilia-Romagna,VIA DANTE ALIGHIERI 12,Rimini,47921,EMILIA-ROMAGNA,620100,23/06/2022,,Attiva,S.R.L.
2017.,VERORARO S.R.L.,IT11917700962,11917700962,MI2630908,11917700962,"VIA FRANCESCO DE SANCTIS, 30",Milano,20141,Lombardia,,,,,631200,19/07/2021,,Attiva,S.R.L.
2018.,LOMI SOCIETA' A RESPONSABILITA' LIMITATA,IT12792240017,12792240017,TO1317233,12792240017,"VIA MELCHIORRE GIOIA, 11",Torino,10121,Piemonte,,,,,620909,30/12/2022,,Attiva,S.R.L.
2019.,SIGLA SRL,IT01782170334,01782170334,PC0190999,01782170334,"VIA ETTORE MARTINI, 5",Piacenza,29121,Emilia-Romagna,VIA ETTORE MARTINI 5,Piacenza,29121,EMILIA-ROMAGNA,205300,08/04/2019,,Attiva,S.R.L.
2020.,DEFSOC S.R.L.,IT11497460961,11497460961,MI2607375,11497460961,"VIA GIUSEPPE COMPAGNONI, 63",Milano,20129,Lombardia,PIAZZA ETTORE TROILO 18,Pescara,65127,ABRUZZO,620100,09/12/2020,,Attiva,S.R.L.
2021.,TERRAVIVA S.R.L.,IT12608970963,12608970963,MI2672012,12608970963,"VIA VALLAZZE, 109",Milano,20131,Lombardia,,,,,631200,11/10/2022,,Attiva,S.R.L.
2022.,STEADINESS S.R.L.,IT06764740822,06764740822,PA0413884,06764740822,"VIA FONTANA ROTONDA, 18",Palermo,90046,Sicilia,,,,,282999,26/02/2019,,Attiva,S.R.L.
2023.,INNOVATION & TECHNOLOGY S.R.L.,IT15131181008,15131181008,RM1569829,15131181008,"VIA FRANCESCO SIACCI, 25",Roma,00197,Lazio,VIA FRANCESCO SIACCI 25,Roma,00197,LAZIO,702209,06/02/2019,,Attiva,S.R.L.
2024.,PIOMBINI ELETTRONICA SRL,IT02074580669,02074580669,AQ0141839,02074580669,"STS 17, SNC",L'Aquila,67100,Abruzzo,,,,,261109,19/11/2019,,Attiva,S.R.L.
2025.,HORUS TECHNOLOGIES S.R.L.,IT01668230558,01668230558,TR0351707,01668230558,"STR DEI CONFINI, 60",Terni,05100,Umbria,STRADA DEI CONFINI 60,Terni,05100,UMBRIA,261109,30/04/2021,,Attiva,S.R.L.
2026.,WINEFULLY S.R.L.,IT04402260162,04402260162,BG0460218,04402260162,"VIA NAZARIO SAURO, 9",Bergamo,24123,Lombardia,VIA NAZARIO SAURO 9,Bergamo,24123,LOMBARDIA,620100,12/09/2019,,Attiva,S.R.L.
2027.,"WALNUT S.R.L. (START UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3).",IT01681860621,01681860621,BN0139926,01681860621,"VIA APPIA, SNC",Benevento,82010,Campania,VIA APPIA SNC,Benevento,82010,CAMPANIA,329990,05/04/2017,,Attiva,S.R.L.
2028.,KABLATOR S.R.L.,IT04554060402,04554060402,RN0421254,04554060402,"VIA NUOVA CIRCONVALLAZIONE, 57/B",Rimini,47923,Emilia-Romagna,,,,,289920,23/02/2021,,Attiva,S.R.L.
2029.,KEUS S.R.L.,IT05526240287,05526240287,PD0473609,05526240287,"VIA VINCENZO STEFANO BREDA, 36",Padova,35010,Veneto,,,,,620100,20/02/2023,,Attiva,S.R.L.
2030.,CINQUE S.R.L.,IT11479510965,11479510965,MI2605778,11479510965,"VIA CONTE ROSSO, 36",Milano,20134,Lombardia,,,,,620200,18/11/2020,,Attiva,S.R.L.
2031.,TRAINECT S.R.L. SOCIETA' BENEFIT,IT15691841009,15691841009,RM1607671,15691841009,"VIA CALATAFIMI, 21",Roma,00185,Lazio,,,,,620100,15/04/2020,,Attiva,S.R.L.
2032.,OPEN SEARCH TECH SRL,IT15951221009,15951221009,RM1625450,15951221009,"VIA GIOVANNI NICOTERA, 7",Roma,00195,Lazio,VIA GIOVANNI NICOTERA 7,Roma,00195,LAZIO,631119,15/12/2020,,Attiva,S.R.L.
2033.,THE HUNDRED S.R.L.,IT10842940966,10842940966,MI2561096,10842940966,"VLE BIANCA MARIA, 41",Milano,20122,Lombardia,CORSO CRISTOFORO COLOMBO 7,Milano,20144,LOMBARDIA,620909,30/05/2019,,Attiva,S.R.L.
2034.,XENOTECH S.R.L.,IT15853361002,15853361002,RM1618636,15853361002,"VIA NOMENTANA, 761",Roma,00137,Lazio,,,,,721909,21/09/2020,,Attiva,S.R.L.
2035.,REDEEV S.R.L.,IT09535651211,09535651211,NA1039351,09535651211,"VIA SAN PASQUALE, 83",Napoli,80121,Campania,VIA SAN PASQUALE 83,Napoli,80121,CAMPANIA,620100,30/06/2020,,Attiva,S.R.L.
2036.,"MACHINE ARTIFICIAL INTELLIGENCE SYSTEM - SOCIETA' A RESPONSABILITA' LIMITATA, IN BREVE ANCHE MAIS S.R.L.",IT01324800323,01324800323,RM1573983,01324800323,"VIA DEI MONTI PARIOLI, 48",Roma,00197,Lazio,,,,,620200,28/02/2019,,Attiva,S.R.L.
2037.,INCODICE S.R.L.,IT11084720967,11084720967,MB2578466,11084720967,"VIA DELLA GALLARANA, 4",Monza e della Brianza,20900,Lombardia,,,,,620100,17/12/2019,,Attiva,S.R.L.
2038.,HEROE'S BRAND ITALIA SRL,IT03856181205,03856181205,BO0551616,03856181205,"VIA BAZZANESE, 32",Bologna,40033,Emilia-Romagna,VIA BAZZANESE 32/7,Bologna,40033,EMILIA-ROMAGNA,620100,24/02/2020,,Attiva,S.R.L.
2039.,SPACE FOR LIFE SOCIETA' A RESPONSABILITA' LIMITATA,IT15184561007,15184561007,RM1573385,15184561007," COLLI ALBANI, 18",Roma,00179,Lazio,VIA DI TOR CERVARA 46,Roma,00155,LAZIO,711220,08/03/2019,,Attiva,S.R.L.
2040.,VOLTAR S.R.L.,IT11849710964,11849710964,MI2627877,11849710964,"VIA MONTE NERO, 175",Milano,20024,Lombardia,,,,,631200,16/06/2021,,Attiva,S.R.L.
2041.,G-NOUS TECH S.R.L.,IT08787910721,08787910721,BA0650012,08787910721,"PZA GIUSEPPE MASSARI, 6",Bari,70122,Puglia,,,,,721909,20/02/2023,,Attiva,S.R.L.
2042.,SCREEVO SRL,IT03138980598,03138980598,LT0304056,03138980598,"VIA EDUARDO DE FILIPPO, 6",Latina,04011,Lazio,,,,,620100,04/05/2021,,Attiva,S.R.L.
2043.,THAUMA DIGITAL S.R.L.,IT03031130648,03031130648,AV0200335,03031130648,"VIA CARDITO, 50",Avellino,83031,Campania,VIA CARDITO 50,Avellino,83031,CAMPANIA,620100,12/09/2019,,Attiva,S.R.L.
2044.,LEYDEN S.R.L.,IT04410010989,04410010989,BS0612671,04410010989,"VIA FERRAMINO, 62",Brescia,25017,Lombardia,,,,,620100,14/09/2022,,Attiva,S.R.L.
2045.,PIU' TRENTANOVE S.B. SRL,IT06893740826,06893740826,PA0423331,06893740826,"VIA BERNARDO BONAIUTO, 6",Palermo,90145,Sicilia,,,,,620100,02/09/2020,,Attiva,S.R.L.
2046.,SPAARKLY S.R.L.,IT02077620769,02077620769,PZ0205375,02077620769,"VIA DELLA TECNICA, 18",Potenza,85100,Basilicata,VIA DELLA TECNICA 18,Potenza,85100,BASILICATA,620100,09/06/2020,,Attiva,S.R.L.
2047.,ISTAR INNOVAZIONE S.R.L.,IT04755080233,04755080233,VR0445698,04755080233,"VIA BRIGATA TOSCANA, 7",Verona,37139,Veneto,VIA BRIGATA TOSCANA 7,Verona,37139,VENETO,813000,26/11/2020,,Attiva,S.R.L.
2048.,BAGDROPPERS S.R.L. - IN LIQUIDAZIONE,IT10897050968,10897050968,MI2567892,10897050968," PORTA TICINESE, 39",Milano,20143,Lombardia,,,,,799019,05/08/2019,,In liquidazione,S.R.L.
2049.,OPENCONNEXIO S.R.L. START-UP COSTITUITA A NORMA DELL'ART.4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015 N.3,IT04505240160,04505240160,BG0467943,04505240160,"VIA FRATELLI BANDIERA, 2",Bergamo,24048,Lombardia,VIA FRATELLI BANDIERA 2,Bergamo,24048,LOMBARDIA,619010,17/02/2021,,Attiva,S.R.L.
2050.,MOTOVELOCI SRL,IT04595090400,04595090400,RN0424785,04595090400,"VIA PORTOGALLO, 20",Rimini,47922,Emilia-Romagna,,,,,749093,11/11/2021,,Attiva,S.R.L.
2051.,HOME SOLVING SRL,IT12203210963,12203210963,MI2646843,12203210963,"VIA GIOSU+ CARDUCCI, 1",Milano,20068,Lombardia,PIAZZA EMILIO SALGARI 2/B,Milano,20063,LOMBARDIA,741090,21/01/2022,,Attiva,S.R.L.
2052.,INNOLO S.R.L.,IT04520120165,04520120165,BG0469127,04520120165,"VIA FORNACE, 21",Bergamo,24050,Lombardia,,,,,773999,15/04/2021,,Attiva,S.R.L.
2053.,BAKERY FELIX SOCIETA' A RESPONSABILITA' LIMITATA SOCIETA' BENEFIT,IT12390280969,12390280969,MI2658761,12390280969,"VIA AMBROGIO BINDA, 56",Milano,20143,Lombardia,VIA CARDINALE ASCANIO SFORZA 29,Milano,20136,LOMBARDIA,721909,29/04/2022,,Attiva,S.R.L.
2054.,AKA BIOTECH S.R.L.,IT09058481210,09058481210,NA1005448,09058481210,"VIA TOMMASO DE AMICIS, 95",Napoli,80145,Campania,VIA TOMMASO DE AMICIS 95,Napoli,80145,CAMPANIA,721100,30/10/2018,,Attiva,S.R.L.
2055.,"WESHORT S.R.L. START-UP COSTITUITA A NORMA DELL'ART. 4, COMMA 10 BIS, DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3 .",IT08510540720,08510540720,BA0631488,08510540720,"VIA SALVATORE MATARRESE, 10",Bari,70124,Puglia,CORSO ALCIDE DE GASPERI 314 A,Bari,70125,PUGLIA,631200,17/12/2020,,Attiva,S.R.L.
2056.,AZENET S.R.L.,IT16151151004,16151151004,RM1637815,16151151004,"VIA DEI PRATI FISCALI, 199",Roma,00141,Lazio,VIA DEI PRATI FISCALI 199,Roma,00141,LAZIO,620200,21/04/2021,,Attiva,S.R.L.
2057.,AOX ITALIA SRL,IT11275200969,11275200969,MI2591529,11275200969,"VIA POLA, 11",Milano,20124,Lombardia,,,,,204200,27/05/2020,,Attiva,S.R.L.
2058.,YALI DESIGN S.R.L.,IT11772050966,11772050966,MI2623821,11772050966,"VIA GIACOMO LEOPARDI, 1",Milano,20123,Lombardia,,,,,141310,05/05/2021,,Attiva,S.R.L.
2059.,INNOVAZIONE AZIENDALE 4.0 SRL,IT02762500813,02762500813,TP0195386,02762500813,"VIA ANTONINO CASTIGLIONE, 15",Trapani,91026,Sicilia,VIA GIACOMO LEOPARDI 3,Trapani,91026,SICILIA,702209,03/04/2020,,Attiva,S.R.L.
2060.,3EM LABS SOCIETA' A RESPONSABILITA' LIMITATA,IT10071101215,10071101215,NA1078675,10071101215,"VIA ANTONIO GRAMSCI, 14",Napoli,80030,Campania,,,,,721909,07/06/2022,,Attiva,S.R.L.
2061.,SECOND LIFE FEATHERS SRL,IT07075600481,07075600481,FI0677772,07075600481,"VIA GIUSEPPINA BRUNETTI, 20",Firenze,50033,Toscana,,,,,141910,17/02/2021,,Attiva,S.R.L.
2062.,PROXIMA S.R.L.,IT12399940969,12399940969,MB2659014,12399940969,"VIA MILANO, 71",Monza e della Brianza,20831,Lombardia,,,,,620100,05/05/2022,,Attiva,S.R.L.
2063.,QUICKFISCO S.R.L.,IT11346040964,11346040964,MI2597782,11346040964,"VIA CHIARAVALLE, 11",Milano,20122,Lombardia,VIA CHIARAVALLE 11,Milano,20122,LOMBARDIA,631111,04/08/2020,,Attiva,S.R.L.
2064.,IMMEDYA MAGAZINE & PRODUCTION S.R.L.,IT14918591000,14918591000,RM1555355,14918591000,"SAL DEL POGGIO LAURENTINO, 18",Roma,00144,Lazio,SALITA DEL POGGIO LAURENTINO 18,Roma,00144,LAZIO,620100,12/09/2018,,Attiva,S.R.L.
2065.,AERODYNAMICS S.R.L.,IT10799400964,10799400964,MI2558180,10799400964,"VLE CASSALA, 57",Milano,20143,Lombardia,,,,,620100,30/04/2019,,Attiva,S.R.L.
2066.,GENERAZIONE AI S.R.L.,IT10314191213,10314191213,NA1096834,10314191213,"VIC DEL VASTO A CHIAIA, 40",Napoli,80132,Campania,,,,,620100,13/06/2023,,Attiva,S.R.L.
2067.,AKASEARCH SOCIETA' A RESPONSABILITA' LIMITATA,IT16781421009,16781421009,RM1675264,16781421009,"VIA FERDINANDO VEROSPI, 35",Roma,00151,Lazio,,,,,620100,23/06/2022,,Attiva,S.R.L.
2068.,WIP QUATTROD S.R.L. START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015 N. 3,IT09306091217,09306091217,NA1022985,09306091217,"TRA DI PIAZZA SANTACROCE, 26/D",Napoli,80131,Campania,,,,,711000,07/08/2019,,Attiva,S.R.L.
2069.,AGRIBIOM SRL,IT09006691217,09006691217,NA1001642,09006691217,"CSO NOVARA, 10",Napoli,80143,Campania,CORSO NOVARA 10,Napoli,80143,CAMPANIA,721909,03/08/2018,,Attiva,S.R.L.
2070.,LIGHTSPEED SOCIETA' A RESPONSABILITA' LIMITATA,IT02094820665,02094820665,AQ0143246,02094820665,"VIA DRITTA, 16",L'Aquila,67061,Abruzzo,,,,,465209,10/09/2020,,Attiva,S.R.L.
2071.,SANTA CECILIA VET SRL,IT01547950525,01547950525,SI0211301,01547950525,VIA DI PORTA NUOVA,Siena,53040,Toscana,,,,,750000,05/01/2022,,Attiva,S.R.L.
2072.,EYE & VISION S.R.L.,IT11278060964,11278060964,MI2591876,11278060964,"VLE MONZA, 338",Milano,20128,Lombardia,,,,,862209,25/05/2020,,Attiva,S.R.L.
2073.,EASY CITY LIGHT S.R.L.,IT16396901007,16396901007,RM1654242,16396901007,"VIA ANTONIO MEUCCI, 10",Roma,00015,Lazio,VIA ANTONIO MEUCCI 10,Roma,00015,LAZIO,620909,04/11/2021,,Attiva,S.R.L.
2074.,TECNENDO S.R.L.,IT12482180010,12482180010,TO1293364,12482180010,"CSO RE UMBERTO, 1",Torino,10121,Piemonte,,,,,721909,14/04/2021,,Attiva,S.R.L.
2075.,EPEBBS S.R.L.,IT12047420968,12047420968,MI2636886,12047420968,"VIA RUGABELLA, 1",Milano,20122,Lombardia,,,,,721909,11/10/2021,,Attiva,S.R.L.
2076.,AI-ML S.R.L.,IT04035400367,04035400367,MO0437687,04035400367,"CSO CANALGRANDE, 90",Modena,41121,Emilia-Romagna,,,,,620100,13/06/2022,,Attiva,S.R.L.
2077.,I'M THE ISLAND S.R.L.,IT07085380827,07085380827,PA0436032,07085380827,"VIA GIUSEPPE GIUSTI, 20",Palermo,90144,Sicilia,,,,,741010,31/10/2022,,Attiva,S.R.L.
2078.,STE-SANITIZING TECHNOLOGIES AND EQUIPMENTS SOCIETA' A RESPONSABILITA' LIMITATA,IT02755770415,02755770415,PS0275580,02755770415,"VIA ROMA, 87",Pesaro e Urbino,61020,Marche,,,,,721100,26/08/2021,,Attiva,S.R.L.
2079.,SEMKI CHEMICALS S.R.L.,IT04528800164,04528800164,BG0469762,04528800164,"VIA NAZIONALE, 66",Bergamo,24060,Lombardia,VIA NAZIONALE 66,Bergamo,24060,LOMBARDIA,721909,24/05/2021,,Attiva,S.R.L.
2080.,SEMPLIFAI S.R.L.,IT11997740961,11997740961,MI2634516,11997740961,"CSO BUENOS AIRES, 56",Milano,20124,Lombardia,,,,,620909,16/09/2021,,Attiva,S.R.L.
2081.,SKIPPER S.R.L.,IT09623971216,09623971216,NA1045615,09623971216,"VIA FRANCESCO CARACCIOLO, 15",Napoli,80122,Campania,VIA FRANCESCO CARACCIOLO 15,Napoli,80122,CAMPANIA,620200,06/11/2020,,Attiva,S.R.L.
2082.,AUTOMATIVO SRL,IT04539280273,04539280273,VE0425340,04539280273,"VIA CA' MARCELLO, 67/D",Venezia,30172,Veneto,,,,,731102,14/03/2019,,Attiva,S.R.L.
2083.,GRAFTHOLDERS S.R.L.,IT01942910934,01942910934,PN0368886,01942910934,"VIA CESARE BATTISTI, 49",Pordenone,33080,Friuli-Venezia Giulia,,,,,620200,16/06/2023,,Attiva,S.R.L.
2084.,SOCIETA' AGRICOLA INNOVATIVA LOIUDICE S.R.L.,IT08663550724,08663550724,BA0641440,08663550724,"VIA PER SANTERAMO, 140",Bari,70022,Puglia,,,,,011110,07/02/2022,,Attiva,S.R.L.
2085.,INNOVACHIM SRL,IT16339951002,16339951002,RM1650137,16339951002,"VIA MAREMMANA INFERIORE, 58",Roma,00019,Lazio,VIA MAREMMANA INFERIORE 58,Roma,00019,LAZIO,205940,27/09/2021,,Attiva,S.R.L.
2086.,FOLARI S.R.L.,IT12580860968,12580860968,MI2671271,12580860968,"VIA MARTIRI DELLA LIBERTA', 3",Milano,20017,Lombardia,,,,,702209,28/09/2022,,Attiva,S.R.L.
2087.,OFFICINA KREATIVA S.R.L.,IT03722090796,03722090796,KR0184530,03722090796,"VIA TOMMASO CAMPANELLA, 11/13",Crotone,88900,Calabria,VIA TOMMASO CAMPANELLA 11/13,Crotone,88900,CALABRIA,620100,25/09/2019,,Attiva,S.R.L.
2088.,OCTOPUS S.R.L.,IT10574610969,10574610969,MB2542332,10574610969,"VIA LEONARDO DA VINCI, 6",Monza e della Brianza,20831,Lombardia,,,,,620100,17/12/2018,,Attiva,S.R.L.
2089.,"EDILARTE S.R.L. (START-UP COSTITUITA A NORMA DELL'ART.4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015 N.3,)",IT03506950835,03506950835,ME0242124,03506950835,"CNT FIORITA, 89",Messina,98076,Sicilia,,,,,741090,27/02/2018,,Attiva,S.R.L.
2090.,TALENT GARDEN MED S.R.L.,IT03718940780,03718940780,CS0253244,03718940780,"VIA ALBERTO SAVINIO, SN",Cosenza,87036,Calabria,VIA ALBERTO SAVINIO SNC,Cosenza,87036,CALABRIA,821101,02/12/2020,,Attiva,S.R.L.
2091.,NOLEGGIOELETTRICO S.R.L. SOCIETA' BENEFIT,IT02625000225,02625000225,TN0238198,02625000225,"VIA ROMANO GUARDINI, 33",Trento,38121,Trentino-Alto Adige/Südtirol,,,,,620100,02/04/2021,,Attiva,S.R.L.
2092.,FLEEXI HEALTH TECH S.R.L.,IT11937360961,11937360961,MI2632024,11937360961,"VIA UBERTO VISCONTI DI MODRONE, 28",Milano,20122,Lombardia,VIA DELLA CHIUSA 15,Milano,20123,LOMBARDIA,620100,29/07/2021,,Attiva,S.R.L.
2093.,INCREMENTA SOCIETA' A RESPONSABILITA' LIMITATA,IT03913060368,03913060368,MO0427982,03913060368,"VLE ANTONIO GRAMSCI, 283",Modena,41122,Emilia-Romagna,,,,,731102,16/03/2020,,Attiva,S.R.L.
2094.,INNOVATECH ITALIA S.R.L. - IN LIQUIDAZIONE,IT11649070965,11649070965,RM1737879,11649070965,"VIA FLAMINIA, 964",Roma,00189,Lazio,,,,,829999,01/03/2021,,In liquidazione,S.R.L.
2095.,DIGIPA S.R.L.,IT10745180967,10745180967,MI2553977,10745180967,"PZA GIUSEPPE GRANDI, 7",Milano,20129,Lombardia,PIAZZA GIUSEPPE GRANDI 7,Milano,20129,LOMBARDIA,620100,21/03/2019,,Attiva,S.R.L.
2096.,"NIEF S.R.L. START-UP COSTITUITA A NORMA DELL'ARTICOLO 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3",IT15911521001,15911521001,RM1622429,15911521001,"STR CASAL BELLINI, 17",Roma,00019,Lazio,,,,,711200,26/10/2020,,Attiva,S.R.L.
2097.,UDATA S.R.L.,IT02731760993,02731760993,GE0507275,02731760993,"VIA ALLA PORTA DEGLI ARCHI, 10",Genova,16121,Liguria,,,,,620200,05/03/2021,,Attiva,S.R.L.
2098.,FUORI CODICE S.R.L. IN LIQUIDAZIONE,IT04664710235,04664710235,VR0439035,04664710235," LAVORO, 37",Verona,37135,Veneto,,,,,620100,12/09/2019,,In liquidazione,S.R.L.
2099.,ALBERTO OLIVERO S.R.L.,IT16619021005,16619021005,RM1666367,16619021005,"LGV FLAMINIO, 76",Roma,00196,Lazio,,,,,151209,11/03/2022,,Attiva,S.R.L.
2100.,MILCOOP SOCIETA' A RESPONSABILITA' LIMITATA - SOCIETA' BENEFIT,IT08399260721,08399260721,BA0624111,08399260721,"VIA CAMILLO ROSALBA, 46/F",Bari,70124,Puglia,,,,,620909,10/01/2020,,Attiva,S.R.L.
2101.,SUN-DEV SRL,IT03186730218,03186730218,BZ0239351,03186730218,"VIA SEBASTIAN ALTMANN, 9",Bolzano/Bozen,39100,Trentino-Alto Adige/Südtirol,VIA SEBASTIAN ALTMANN 9,Bolzano/Bozen,39100,TRENTINO-ALTO,749032,16/12/2022,,Attiva,S.R.L.
2102.,EXPERIAR S.R.L. IN LIQUIDAZIONE,IT01250370259,01250370259,BL0427690,01250370259," RIVETTA, 32/B",Belluno,32100,Veneto,,,,,620100,11/01/2021,,In liquidazione,S.R.L.
2103.,ERISTACK S.R.L,IT06116840650,06116840650,SA0499014,06116840650,"VIA GENERALE CIRO NASTRI, 31",Salerno,84084,Campania,,,,,620100,20/07/2022,,Attiva,S.R.L.
2104.,TLPICOGLASS S.R.L.,IT03095980805,03095980805,RC0209443,03095980805,"VIA PROVINCIALE VECCHIA, 167",Reggio di Calabria,89121,Calabria,,,,,721909,02/08/2019,,Attiva,S.R.L.
2105.,NEW PROJECTS FOR DATA USAGE SRL,IT01704350055,01704350055,AT0303769,01704350055,"VLE G.MORAGLIO, 3",Asti,14042,Piemonte,,,,,620200,22/09/2021,,Attiva,S.R.L.
2106.,HEDERA SRL,IT04525770162,04525770162,BG0469509,04525770162,"VIA TORQUATO TARAMELLI, 2",Bergamo,24121,Lombardia,,,,,631200,06/05/2021,,Attiva,S.R.L.
2107.,ENTECH SRL,IT05070700264,05070700264,VI0395182,05070700264,"VIA PIERSANTI MATTARELLA, 22",Vicenza,36061,Veneto,,,,,289410,19/02/2020,,Attiva,S.R.L.
2108.,POINTER S.R.L.,IT02962900359,02962900359,RE0328400,02962900359,"VIA BENEDETTO CROCE, 15",Reggio nell'Emilia,42123,Emilia-Romagna,VIA BENEDETTO CROCE 15,Reggio nell'Emilia,42123,EMILIA-ROMAGNA,620909,21/02/2022,,Attiva,S.R.L.
2109.,MNTP ENGINEERING S.R.L.,IT05408740289,05408740289,PD0465512,05408740289,"VIA I MAGGIO, 3",Padova,35028,Veneto,,,,,620100,28/09/2021,,Attiva,S.R.L.
2110.,NOTARY 360 SRL,IT12073480969,12073480969,MI2638990,12073480969,"PZA RISORGIMENTO, 10",Milano,20129,Lombardia,PIAZZA RISORGIMENTO 10,Milano,20129,LOMBARDIA,620100,28/10/2021,,Attiva,S.R.L.
2111.,N1 ADVISOR S.R.L.,IT11253900960,11253900960,MI2590228,11253900960,"CSO PLEBISCITI, 1",Milano,20129,Lombardia,,,,,702209,05/05/2020,,Attiva,S.R.L.
2112.,NEXEN S.R.L.,IT02382280515,02382280515,AR0206679,02382280515," FRAZ. SOCI, VIA ALESSANDRINI, SNC",Arezzo,52011,Toscana,,,,,279009,15/09/2020,,Attiva,S.R.L.
